"","District","Region","Subzone","Property Type","address","Ascendas_Building","lease","sqft","sqm","psf","lon","lat"
"9344","D09","CENTRAL REGION","SOMERSET","Office","150 orchard road , singapore","Non-Ascendas Building","99-year Leasehold",452,42,5.53,103.8410995,1.3010249
"9345","D13","CENTRAL REGION","JOO SENG","Light Industrial","80 playfair road , singapore","Non-Ascendas Building",NA,150,14,4,103.8868052,1.337166
"9346","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","8 ubi road 2 , singapore","Non-Ascendas Building","60-year Leasehold",110,10,7.27,103.8952776,1.3340799
"9347","D01","CENTRAL REGION","MARINA CENTRE","Office","2 temasek boulevard , singapore","Non-Ascendas Building",NA,2700,251,8.52,103.8588092,1.29343
"9348","D19","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","50 serangoon north avenue 4 , singapore","Non-Ascendas Building",NA,1852,172,2.21,103.8762494,1.3756361
"9349","D20","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","7030 ang mo kio avenue 5 , singapore","Non-Ascendas Building","60-year Leasehold",3767,350,1.99,103.8757058,1.3775442
"9350","D19","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","50 serangoon north avenue 4 , singapore","Non-Ascendas Building",NA,1529,142,2.16,103.8762494,1.3756361
"9351","D20","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","7030 ang mo kio avenue 5 , singapore","Non-Ascendas Building","60-year Leasehold",395,37,3.04,103.8757058,1.3775442
"9352","D20","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","7030 ang mo kio avenue 5 , singapore","Non-Ascendas Building","60-year Leasehold",1432,133,1.96,103.8757058,1.3775442
"9353","D14","CENTRAL REGION","GEYLANG EAST","Office","80 changi road , singapore","Non-Ascendas Building","Freehold",527,49,3.98,103.9005335,1.3163432
"9354","D20","NORTH-EAST REGION","SERANGOON NORTH","Light Industrial","7030 ang mo kio avenue 5 , singapore","Non-Ascendas Building","60-year Leasehold",1950,181,2.05,103.8757058,1.3775442
"9355","D22","WEST REGION","TUAS NORTH","Warehouse","20 tuas ave 1 singapore 639461 , singapore","Non-Ascendas Building",NA,40000,3716,1.35,103.6581812,1.3249131
"9356","D22","WEST REGION","KIAN TECK","Factory / Workshop","3 soon lee street , singapore","Non-Ascendas Building","30-year Leasehold",2605,242,1.73,103.6972428,1.3339678
"9357","D06","CENTRAL REGION","CITY HALL","Office","111 north bridge road , singapore","Non-Ascendas Building","999-year Leasehold",1001,93,4.5,103.8508826,1.2923407
"9358","D06","CENTRAL REGION","CITY HALL","Office","1 north bridge road , singapore","Non-Ascendas Building",NA,323,30,4.64,103.8494332,1.2900089
"9359","D07","CENTRAL REGION","BENCOOLEN","Office","91 bencoolen street , singapore","Non-Ascendas Building","99-year Leasehold",592,55,5.91,103.8508826,1.3005314
"9360","D27","NORTH REGION","NORTHLAND","Factory / Workshop","11 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",3000,279,0.97,103.8438026,1.4386743
"9361","D27","NORTH REGION","NORTHLAND","Factory / Workshop","9 yishun industrial street 1 , singapore","Non-Ascendas Building","60-year Leasehold",1539,143,1.53,103.8435412,1.4383328
"9362","D14","CENTRAL REGION","ALJUNIED","Office","geylang road lorong 23 , singapore","Non-Ascendas Building",NA,1000,93,1.65,103.881472,1.3129661
"9363","D13","CENTRAL REGION","KALLANG WAY","Light Industrial","52 genting lane , singapore","Non-Ascendas Building","Unknown Tenure",5093,473,1.77,103.874689,1.326975
"9364","D15","EAST REGION","FRANKEL","Office","55 lorong l telok kurau , singapore","Non-Ascendas Building",NA,1948,181,1.54,103.9105697,1.3118345
"9365","D09","CENTRAL REGION","BOULEVARD","Business / Science Park","435 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",958,89,10.44,103.8332642,1.3037148
"9366","D02","CENTRAL REGION","TANJONG PAGAR","Office","10 anson road , singapore","Non-Ascendas Building","99-year Leasehold",1700,158,5.8,103.8458098,1.2756998
"9367","D07","CENTRAL REGION","CRAWFORD","Office","5001 beach road , singapore","Non-Ascendas Building","99-year Leasehold",172,16,5.23,103.8653797,1.3027902
"9368","D22","WEST REGION","TUAS VIEW","Factory / Workshop","1 tuas south avenue 6 , singapore","Non-Ascendas Building","60-year Leasehold",3068,285,1.21,103.6258711,1.3039765
"9369","D22","WEST REGION","TUAS BAY","Factory / Workshop","42 tuas crescent , singapore","Non-Ascendas Building",NA,6000,557,1.47,103.639475,1.318752
"9370","D01","CENTRAL REGION","CHINATOWN","Office","5 banda street , singapore","Non-Ascendas Building","99-year Leasehold",286,27,4.02,103.8433188,1.2811595
"9371","D13","CENTRAL REGION","KALLANG WAY","Light Industrial","16 tannery lane , singapore","Non-Ascendas Building",NA,3020,281,2.65,103.8757511,1.3285204
"9372","D07","CENTRAL REGION","BUGIS","Office","420 north bridge road , singapore","Non-Ascendas Building","Unknown Tenure",495,46,4.9,103.8549477,1.297193
"9373","D01","CENTRAL REGION","CECIL","Office","101 cecil street , singapore","Non-Ascendas Building","999-year Leasehold",463,43,5.8,103.8495012,1.2811803
"9374","D13","CENTRAL REGION","KALLANG WAY","Light Industrial","83 genting lane , singapore","Non-Ascendas Building",NA,1356,126,2.43,103.876455,1.326559
"9375","D13","CENTRAL REGION","KALLANG WAY","Light Industrial","66 tannery lane , singapore","Non-Ascendas Building","Unknown Tenure",490,46,2.85,103.8775179,1.326571
"9376","D14","CENTRAL REGION","ALJUNIED","Office","454 geylang road , singapore","Non-Ascendas Building","Freehold",2200,204,2.05,103.883818,1.313382
"9377","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","21 bukit batok crescent , singapore","Non-Ascendas Building","60-year Leasehold",2000,186,1.45,103.7596018,1.3370611
"9378","D19","NORTH-EAST REGION","DEFU INDUSTRIAL PARK","Factory / Workshop","37 defu lane 10 , singapore","Non-Ascendas Building",NA,5500,511,1.45,103.8911093,1.3524044
"9379","D19","NORTH-EAST REGION","DEFU INDUSTRIAL PARK","Factory / Workshop","38 defu lane 10 , singapore","Non-Ascendas Building",NA,10000,929,1.4,103.8914264,1.3521463
"9380","D22","WEST REGION","TOH TUCK","Factory / Workshop","46 toh guan road east , singapore","Non-Ascendas Building","60-year Leasehold",3750,348,1.15,103.7531719,1.3378011
"9381","D01","CENTRAL REGION","CLARKE QUAY","Office","6 eu tong sen street , singapore","Non-Ascendas Building","99-year Leasehold",627,58,5.74,103.8473566,1.2894584
"9382","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","51 bukit batok crescent , singapore","Non-Ascendas Building","Unknown Tenure",2000,186,1.6,103.7566604,1.3378462
"9383","D02","CENTRAL REGION","TANJONG PAGAR","Office","70 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",1109,103,6.5,103.846216,1.2739069
"9384","D02","CENTRAL REGION","TANJONG PAGAR","Office","70 shenton way , singapore","Non-Ascendas Building","99-year Leasehold",1701,158,6.5,103.846216,1.2739069
"9385","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","51 bukit batok crescent , singapore","Non-Ascendas Building","Unknown Tenure",1625,151,1.32,103.7566604,1.3378462
"9386","D19","NORTH-EAST REGION","TAI SENG","Office","362 upper paya lebar road , singapore","Non-Ascendas Building",NA,700,65,3,103.880843,1.347933
"9387","D22","WEST REGION","TUAS VIEW","Factory / Workshop","58 tuas view square , singapore","Non-Ascendas Building",NA,36000,3344,0.97,103.62699,1.3022959
"9388","D26","NORTH-EAST REGION","TAGORE","Light Industrial","421 tagore industrial avenue , singapore","Non-Ascendas Building","Freehold",1862,173,1.5,103.8271508,1.384428
"9389","D09","CENTRAL REGION","SOMERSET","Office","1 grange road , singapore","Non-Ascendas Building",NA,1485,138,7.49,103.8372499,1.3014488
"9390","D09","CENTRAL REGION","BOULEVARD","Office","360 orchard road , singapore","Non-Ascendas Building",NA,915,85,8,103.8310002,1.3061653
"9391","D09","CENTRAL REGION","BOULEVARD","Office","360 orchard road , singapore","Non-Ascendas Building",NA,1500,139,8,103.8310002,1.3061653
"9392","D09","CENTRAL REGION","BOULEVARD","Office","541 orchard road , singapore","Non-Ascendas Building",NA,2300,214,7.5,103.8305934,1.3051935
"9393","D09","CENTRAL REGION","SOMERSET","Office","111 somerset road , singapore","Non-Ascendas Building","99-year Leasehold",914,85,8.42,103.8372952,1.3001685
"9394","D09","CENTRAL REGION","BOULEVARD","Office","583 orchard road , singapore","Non-Ascendas Building",NA,2300,214,8,103.8286,1.306069
"9395","D09","CENTRAL REGION","INSTITUTION HILL","Office","46 kim yam road , singapore","Non-Ascendas Building","60-year Leasehold",1847,172,5.41,103.8386992,1.2928106
"9396","D09","CENTRAL REGION","BOULEVARD","Office","583 orchard road , singapore","Non-Ascendas Building",NA,1260,117,8,103.8286,1.306069
"9397","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",1600,149,7,103.8435716,1.3171474
"9398","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",2400,223,7,103.8435716,1.3171474
"9399","D07","CENTRAL REGION","CITY HALL","Office","331 north bridge rd , singapore","Non-Ascendas Building",NA,1900,177,8,103.8532832,1.2962396
"9400","D09","CENTRAL REGION","INSTITUTION HILL","Office","46 kim yam road , singapore","Non-Ascendas Building","60-year Leasehold",920,85,5.22,103.8386992,1.2928106
"9401","D09","CENTRAL REGION","BOULEVARD","Office","541 orchard road , singapore","Non-Ascendas Building",NA,1000,93,7.8,103.8305934,1.3051935
"9402","D09","CENTRAL REGION","BOULEVARD","Office","15 scotts road , singapore","Non-Ascendas Building","Freehold",1176,109,7.8,103.8325852,1.3079487
"9403","D11","CENTRAL REGION","MOULMEIN","Office","101 thomson road , singapore","Non-Ascendas Building","Unknown Tenure",1600,149,7.5,103.8435716,1.3171474
"9404","D09","CENTRAL REGION","BOULEVARD","Office","1 scotts road , singapore","Non-Ascendas Building","Unknown Tenure",1200,111,8,103.8318606,1.3061971
"9405","D09","CENTRAL REGION","BOULEVARD","Office","350 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",1027,95,8.5,103.8314983,1.3059065
"9406","D09","CENTRAL REGION","BOULEVARD","Office","390 orchard road , singapore","Non-Ascendas Building","Unknown Tenure",2140,199,8.3,103.8295057,1.3066492
"9407","D12","CENTRAL REGION","KALLANG BAHRU","Light Industrial","30 kallang place , singapore","Non-Ascendas Building","Unknown Tenure",4200,390,5.14,103.8662833,1.3149281
"9408","D06","CENTRAL REGION","CITY HALL","Office","250 north bridge road , singapore","Non-Ascendas Building","Unknown Tenure",1097,102,10.48,103.8527761,1.2937868
"9409","D22","WEST REGION","TUAS PROMENADE","Factory / Workshop","tuas south avenue 1 , singapore","Non-Ascendas Building",NA,4250,395,1.22,103.6280899,1.3168543
"9410","D13","CENTRAL REGION","JOO SENG","Light Industrial","50 playfair rd , singapore","Non-Ascendas Building",NA,1399,130,1.43,103.8867599,1.3344217
"9411","D19","NORTH-EAST REGION","TAI SENG","Office","362 upper paya lebar road , singapore","Non-Ascendas Building",NA,700,65,2.57,103.880843,1.347933
"9412","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","2 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",2185,203,2.23,103.8160436,1.4432352
"9413","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","2 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",1668,155,1.2,103.8160436,1.4432352
"9414","D27","NORTH REGION","SEMBAWANG CENTRAL","Light Industrial","2 gambas crescent , singapore","Non-Ascendas Building","30-year Leasehold",1668,155,1.8,103.8160436,1.4432352
"9415","D08","CENTRAL REGION","FARRER PARK","Office","219155 , singapore","Non-Ascendas Building",NA,1050,98,3.33,103.851504,1.306865
"9416","D09","CENTRAL REGION","BOULEVARD","Office","545 orchard road , singapore","Non-Ascendas Building","999-year Leasehold",450,42,6.67,103.8300944,1.305512
"9417","D25","NORTH REGION","GALI BATU","Warehouse","27 mandai estate , singapore","Non-Ascendas Building","Freehold",1432,133,1.75,103.7592394,1.4058045
"9418","D22","WEST REGION","KIAN TECK","Factory / Workshop","5 soon lee street , singapore","Non-Ascendas Building","30-year Leasehold",1119,104,2.32,103.6988715,1.3341053
"9419","D01","CENTRAL REGION","CLARKE QUAY","Office","6 eu tong sen street , singapore","Non-Ascendas Building","99-year Leasehold",1668,155,9,103.8473566,1.2894584
"9420","D19","NORTH-EAST REGION","SERANGOON NORTH","Office","55 serangoon north avenue 4 , singapore","Non-Ascendas Building","Unknown Tenure",1800,167,1.67,103.8748026,1.3769565
"9421","D14","CENTRAL REGION","KAMPONG UBI","Light Industrial","140 paya lebar road , singapore","Non-Ascendas Building","Freehold",1668,155,5.1,103.8906648,1.3272866
"9422","D25","NORTH REGION","PANG SUA","Factory / Workshop","sungei kadut street 3 , singapore","Non-Ascendas Building","30-year Leasehold",10000,929,1,103.7469752,1.4166393
"9423","D14","CENTRAL REGION","KAMPONG UBI","Factory / Workshop","3015a ubi road 1 , singapore","Non-Ascendas Building",NA,2284,212,2.01,103.8929186,1.3286761
"9424","D22","WEST REGION","TOH TUCK","Light Industrial","18 boon lay way , singapore","Non-Ascendas Building","Unknown Tenure",1765,164,2.15,103.752966,1.328382
"9425","D16","EAST REGION","BEDOK NORTH","Office","209 new upper changi road , singapore","Non-Ascendas Building",NA,400,37,0.6,103.9310305,1.3247647
"9426","D18","EAST REGION","TAMPINES EAST","Office","393 tampines east mrt , singapore","Non-Ascendas Building","Unknown Tenure",400,37,0.6,103.9546511,1.3563083
"9427","D22","WEST REGION","TUAS VIEW","Factory / Workshop","2 tuas view place , singapore","Non-Ascendas Building","Unknown Tenure",28003,2602,1.3,103.630437,1.297553
"9428","D22","WEST REGION","TUAS VIEW EXTENSION","Factory / Workshop","tuas south avenue 3 , singapore","Non-Ascendas Building","30-year Leasehold",33788,3139,1.2,103.6261118,1.3069656
"9429","D22","WEST REGION","TUKANG","Factory / Workshop","international road , singapore","Non-Ascendas Building","30-year Leasehold",4500,418,1.11,103.7005789,1.3276948
"9430","D07","CENTRAL REGION","BUGIS","Office","420 north bridge road , singapore","Non-Ascendas Building","Unknown Tenure",280,26,5.5,103.8549477,1.297193
"9431","D07","CENTRAL REGION","BUGIS","Office","420 north bridge road , singapore","Non-Ascendas Building","Unknown Tenure",495,46,4.9,103.8549477,1.297193
"9432","D07","CENTRAL REGION","BUGIS","Office","420 north bridge road , singapore","Non-Ascendas Building","Unknown Tenure",495,46,4.9,103.8549477,1.297193
"9433","D15","CENTRAL REGION","MARINE PARADE","Office","46 east coast road , singapore","Non-Ascendas Building","Freehold",1184,110,4.4,103.9033896,1.304372
"9434","D03","CENTRAL REGION","BUKIT MERAH","Light Industrial","1003 bukit merah central , singapore","Non-Ascendas Building","Unknown Tenure",3541,329,1.77,103.8144714,1.2833289
"9435","D11","CENTRAL REGION","TOA PAYOH CENTRAL","Office","510 thomson road , singapore","Non-Ascendas Building","99-year Leasehold",9438,877,4.3,103.8391068,1.3330851
"9436","D06","CENTRAL REGION","CITY HALL","Office","47 hill street , singapore","Non-Ascendas Building","Unknown Tenure",7255,674,7.5,NA,NA
"9437","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","25 bukit batok crescent , singapore","Non-Ascendas Building","60-year Leasehold",893,83,2.8,103.7577812,1.3372794
"9438","D22","WEST REGION","TUAS VIEW EXTENSION","Factory / Workshop","11 tuas south link 1 , singapore","Non-Ascendas Building","30-year Leasehold",1797,167,1,103.6275661,1.2736874
"9439","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","21 bukit batok crescent , singapore","Non-Ascendas Building","60-year Leasehold",500,46,2,103.7596018,1.3370611
"9440","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","21 bukit batok crescent , singapore","Non-Ascendas Building","60-year Leasehold",500,46,2.4,103.7596018,1.3370611
"9441","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","25 bukit batok crescent , singapore","Non-Ascendas Building","60-year Leasehold",883,82,2.6,103.7577812,1.3372794
"9442","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","1 bukit batok crescent , singapore","Non-Ascendas Building","Unknown Tenure",1981,184,1.77,103.7592394,1.3386674
"9443","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","1 bukit batok crescent , singapore","Non-Ascendas Building","Unknown Tenure",1658,154,3.68,103.7592394,1.3386674
"9444","D22","WEST REGION","JURONG GATEWAY","Office","2 venture drive , singapore","Non-Ascendas Building","99-year Leasehold",1938,180,3.8,103.744756,1.330109
"9445","D22","WEST REGION","TUAS VIEW","Factory / Workshop","11 tuas bay close , singapore","Non-Ascendas Building","30-year Leasehold",2185,203,1,103.6327222,1.3140732
"9446","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","50 bukit batok street 23 , singapore","Non-Ascendas Building","60-year Leasehold",1600,149,2.5,103.7568857,1.3392668
"9447","D23","WEST REGION","BUKIT BATOK SOUTH","Light Industrial","31 bukit batok crescent , singapore","Non-Ascendas Building","60-year Leasehold",8439,784,1.07,103.7587114,1.3370018
"9448","D03","CENTRAL REGION","ALEXANDRA HILL","Light Industrial","237 alexandra road , singapore","Non-Ascendas Building","Unknown Tenure",893,83,2.9,103.8137922,1.2911937
"9449","D22","WEST REGION","KIAN TECK","Factory / Workshop","fan yoong road , singapore","Non-Ascendas Building",NA,5000,465,1.4,103.7036933,1.3301819
"9450","D22","WEST REGION","GUL CIRCLE","Factory / Workshop","benoi road , singapore","Non-Ascendas Building",NA,7500,697,1.2,103.6787297,1.3154802
