District,Region,Subzone,Property Type,address,Ascendas_Building,lease,sqft,sqm,psf
D02,CENTRAL REGION,TANJONG PAGAR,Office,70 shenton way,Non-Ascendas Building,99-year Leasehold ,506,47,6.8
D01,CENTRAL REGION,RAFFLES PLACE,Office,80 raffles place,Non-Ascendas Building,,5533,514,10.5
D01,CENTRAL REGION,TANJONG PAGAR,Office,8 shenton way,Non-Ascendas Building,,1585,147,8
D03,CENTRAL REGION,PEARL'S HILL,Office,171 chin swee road,Non-Ascendas Building,99-year Leasehold ,484,45,5.5
D06,CENTRAL REGION,CITY HALL,Office,1 coleman street,Non-Ascendas Building,999-year Leasehold ,2121,197,7.2
D01,CENTRAL REGION,CECIL,Office,6 shenton way,Non-Ascendas Building,Unknown Tenure ,431,40,8.8
D01,CENTRAL REGION,CECIL,Office,6 shenton way,Non-Ascendas Building,Unknown Tenure ,237,22,8.8
D01,CENTRAL REGION,RAFFLES PLACE,Office,8 cross street,Non-Ascendas Building,,1600,149,9.2
D03,CENTRAL REGION,KAMPONG TIONG BAHRU,Light Industrial,120 lower delta road,Non-Ascendas Building,,4000,372,3.06
D05,CENTRAL REGION,PASIR PANJANG 2,Light Industrial,100g pasir panjang road,Non-Ascendas Building,Unknown Tenure ,3272,304,3.2
D25,NORTH REGION,PANG SUA,Factory / Workshop,62 sungei kadut loop,Non-Ascendas Building,,2500,232,1.8
D25,NORTH REGION,PANG SUA,Factory / Workshop,62 sungei kadut loop,Non-Ascendas Building,,4700,437,1.8
D17,EAST REGION,LOYANG WEST,Warehouse,loyang,Non-Ascendas Building,,22000,2044,1.5
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,947,88,7
D14,CENTRAL REGION,ALJUNIED,Office,8 paya lebar road,Non-Ascendas Building,99-year Leasehold ,1714,159,8
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 collyer quay,Non-Ascendas Building,99-year Leasehold ,1765,164,10.5
D01,CENTRAL REGION,MAXWELL,Office,45 maxwell road,Non-Ascendas Building,,11425,1061,7.5
D07,CENTRAL REGION,BUGIS,Office,15 beach road,Non-Ascendas Building,Unknown Tenure ,1443,134,7.8
D01,CENTRAL REGION,PHILLIP,Office,63 chulia street,Non-Ascendas Building,,2613,243,8
D02,CENTRAL REGION,ANSON,Office,78 shenton way,Non-Ascendas Building,99-year Leasehold ,710,66,7.8
D02,CENTRAL REGION,TANJONG PAGAR,Office,1 wallich street,Non-Ascendas Building,Unknown Tenure ,4827,448,13
D11,CENTRAL REGION,MOULMEIN,Office,101 thomson road,Non-Ascendas Building,Unknown Tenure ,4173,388,7.8
D01,CENTRAL REGION,RAFFLES PLACE,Office,138 market street,Non-Ascendas Building,99-year Leasehold ,4253,395,12.5
D05,CENTRAL REGION,ONE NORTH,Office,29 media circle,Ascendas Building,,773,72,5
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,517,48,6
D25,NORTH REGION,PANG SUA,Factory / Workshop,62 sungei kadut loop,Non-Ascendas Building,,4700,437,1.8
D25,NORTH REGION,PANG SUA,Factory / Workshop,62 sungei kadut loop,Non-Ascendas Building,,2500,232,1.8
D17,EAST REGION,LOYANG WEST,Warehouse,loyang,Non-Ascendas Building,,22000,2044,1.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,30 cecil street,Non-Ascendas Building,,2497,232,9.2
D05,CENTRAL REGION,ONE NORTH,Business / Science Park,29 media circle,Ascendas Building,Unknown Tenure ,5000,465,5
D05,CENTRAL REGION,ONE NORTH,Business / Science Park,29 media circle,Ascendas Building,Unknown Tenure ,3000,279,2.7
D03,CENTRAL REGION,KAMPONG TIONG BAHRU,Light Industrial,120 lower delta road,Non-Ascendas Building,,4000,372,3.06
D05,CENTRAL REGION,PASIR PANJANG 2,Light Industrial,100g pasir panjang road,Non-Ascendas Building,Unknown Tenure ,3272,304,3.2
D07,CENTRAL REGION,BUGIS,Office,3 fraser street,Non-Ascendas Building,99-year Leasehold ,1765,164,10
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,1270,118,10.5
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7  9 straits view,Non-Ascendas Building,,1100,102,11
D01,CENTRAL REGION,MARINA CENTRE,Office,7 temasek boulevard,Non-Ascendas Building,,14381,1336,8.5
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,20 bukit batok crescent,Non-Ascendas Building,,4068,378,0.98
D07,CENTRAL REGION,BUGIS,Office,middle road,Non-Ascendas Building,Freehold ,1224,114,4.49
D07,CENTRAL REGION,BUGIS,Office,middle road,Non-Ascendas Building,,1200,111,4.58
D23,WEST REGION,GUILIN,Factory / Workshop,48 hillview terrace,Non-Ascendas Building,,2034,189,1.43
D06,CENTRAL REGION,CITY HALL,Office,1 north bridge road,Non-Ascendas Building,,786,73,7
D01,CENTRAL REGION,CECIL,Office,36 robinson road,Non-Ascendas Building,,2142,199,7.8
D02,CENTRAL REGION,ANSON,Office,72 anson road,Non-Ascendas Building,99-year Leasehold ,1367,127,7
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,8 marina view,Non-Ascendas Building,99-year Leasehold ,706,66,13
D01,CENTRAL REGION,RAFFLES PLACE,Office,6 raffles quay,Non-Ascendas Building,,2174,202,7.18
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,8 marina view,Non-Ascendas Building,99-year Leasehold ,1246,116,12.92
D02,CENTRAL REGION,ANSON,Office,72 anson road,Non-Ascendas Building,99-year Leasehold ,1432,133,6.98
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,1 raffles quay,Non-Ascendas Building,,32055,2978,11
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,11840,1100,9.8
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,4133,384,7.2
D01,CENTRAL REGION,RAFFLES PLACE,Office,24 raffles place,Non-Ascendas Building,,1074,100,8
D01,CENTRAL REGION,RAFFLES PLACE,Office,50 raffles place,Non-Ascendas Building,,1111,103,10.51
D02,CENTRAL REGION,ANSON,Office,72 anson road,Non-Ascendas Building,99-year Leasehold ,1722,160,7
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,7825,727,7.5
D22,WEST REGION,TOH GUAN,Office,1 gateway,Non-Ascendas Building,99-year Leasehold ,1574,146,6.8
D01,CENTRAL REGION,CECIL,Office,138 robinson road,Non-Ascendas Building,Freehold ,980,91,6
D01,CENTRAL REGION,CECIL,Office,112 robinson road,Non-Ascendas Building,,7061,656,6.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,80 raffles place,Non-Ascendas Building,Unknown Tenure ,6300,585,12
D02,CENTRAL REGION,ANSON,Office,171 tras st,Non-Ascendas Building,Freehold ,5000,465,3.5
D06,CENTRAL REGION,CITY HALL,Office,1 north bridge road,Non-Ascendas Building,,786,73,5.85
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 malacca street,Non-Ascendas Building,,1850,172,5.41
D02,CENTRAL REGION,ANSON,Office,72 anson road,Non-Ascendas Building,99-year Leasehold ,12000,1115,6.5
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina view,Non-Ascendas Building,99-year Leasehold ,2343,218,12.8
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina view,Non-Ascendas Building,99-year Leasehold ,5543,515,12
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,1100,102,7.8
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,3337,310,8.99
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,13982,1299,9.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,11 collyer quay,Non-Ascendas Building,99-year Leasehold ,2540,236,6
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,452,42,10
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina view,Non-Ascendas Building,99-year Leasehold ,4224,392,11.84
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina boulevard,Non-Ascendas Building,99-year Leasehold ,4553,423,11.49
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,3500,325,8.9
D09,CENTRAL REGION,BOULEVARD,Office,390 orchard road,Non-Ascendas Building,Unknown Tenure ,1023,95,8.5
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,1701,158,9
D01,CENTRAL REGION,RAFFLES PLACE,Office,24 raffles place,Non-Ascendas Building,,1037,96,8
D09,CENTRAL REGION,ROBERTSON QUAY,Office,1 kim seng promenade,Non-Ascendas Building,Freehold ,6318,587,7
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,1636,152,9
D22,WEST REGION,JURONG GATEWAY,Office,1 gateway drive,Non-Ascendas Building,99-year Leasehold ,1573,146,6.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,80 raffles place,Non-Ascendas Building,Unknown Tenure ,1862,173,12
D01,CENTRAL REGION,RAFFLES PLACE,Office,24 raffles place,Non-Ascendas Building,,1432,133,7.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,50 raffles place,Non-Ascendas Building,,891,83,10.5
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,1000,93,7.8
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,28255,2625,9.5
D01,CENTRAL REGION,CHINA SQUARE,Office,18 cross street,Non-Ascendas Building,,5705,530,8
D09,CENTRAL REGION,BOULEVARD,Office,390 orchard road,Non-Ascendas Building,Unknown Tenure ,2142,199,8.3
D02,CENTRAL REGION,ANSON,Office,72 anson road,Non-Ascendas Building,99-year Leasehold ,1238,115,6.79
D22,WEST REGION,JURONG GATEWAY,Office,1 gateway drive,Non-Ascendas Building,99-year Leasehold ,914,85,6.8
D01,CENTRAL REGION,CECIL,Office,112 robinson road,Non-Ascendas Building,,1292,120,6.5
D01,CENTRAL REGION,CECIL,Office,133 cecil street,Non-Ascendas Building,,1347,125,6.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,11 collyer quay,Non-Ascendas Building,99-year Leasehold ,1561,145,6.5
D01,CENTRAL REGION,CECIL,Office,60 robinson road,Non-Ascendas Building,Freehold ,1524,142,7.22
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,9659,897,11
D01,CENTRAL REGION,RAFFLES PLACE,Office,80 raffles place,Non-Ascendas Building,Unknown Tenure ,925,86,11
D01,CENTRAL REGION,RAFFLES PLACE,Office,22 malacca street,Non-Ascendas Building,,1000,93,7
D01,CENTRAL REGION,CECIL,Office,143 cecil street,Non-Ascendas Building,99-year Leasehold ,3285,305,5.5
D01,CENTRAL REGION,CHINA SQUARE,Office,31 pekin street,Non-Ascendas Building,,1819,169,6.5
D09,CENTRAL REGION,INSTITUTION HILL,Office,46 kim yam road,Non-Ascendas Building,60-year Leasehold ,1847,172,5.41
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 collyer quay,Non-Ascendas Building,99-year Leasehold ,1808,168,12
D01,CENTRAL REGION,RAFFLES PLACE,Office,6 battery road,Non-Ascendas Building,,5565,517,13.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,138 market street,Non-Ascendas Building,99-year Leasehold ,4000,372,13
D01,CENTRAL REGION,CECIL,Office,61 robinson road,Non-Ascendas Building,,6611,614,8
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,1 raffles quay,Non-Ascendas Building,,5651,525,11
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,1 raffles quay,Non-Ascendas Building,,18934,1759,10
D22,WEST REGION,JURONG GATEWAY,Office,1 gateway drive,Non-Ascendas Building,99-year Leasehold ,1300,121,6.8
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,1658,154,10.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,4381,407,10.5
D09,CENTRAL REGION,SOMERSET,Office,111 somerset road,Non-Ascendas Building,99-year Leasehold ,4467,415,8.5
D09,CENTRAL REGION,SOMERSET,Office,111 somerset road,Non-Ascendas Building,99-year Leasehold ,1000,93,8.5
D09,CENTRAL REGION,SOMERSET,Office,111 somerset road,Non-Ascendas Building,99-year Leasehold ,2744,255,8.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,3000,279,9.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,2000,186,9.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,16 collyer quay,Non-Ascendas Building,Freehold ,8321,773,9.49
D09,CENTRAL REGION,ROBERTSON QUAY,Office,1 kim seng promenade,Non-Ascendas Building,Freehold ,1700,158,7
D01,CENTRAL REGION,CECIL,Office,61 robinson road,Non-Ascendas Building,,3000,279,8.5
D09,CENTRAL REGION,BOULEVARD,Office,435 orchard road,Non-Ascendas Building,Unknown Tenure ,1281,119,10.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,2164,201,11.5
D01,CENTRAL REGION,CECIL,Office,77 robinson road,Non-Ascendas Building,,1433,133,7.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,20 collyer quay,Non-Ascendas Building,99-year Leasehold ,700,65,10.5
D22,WEST REGION,JURONG GATEWAY,Office,1 gateway drive,Non-Ascendas Building,99-year Leasehold ,1500,139,6.8
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,8019,745,9.87
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,5124,476,9.76
D01,CENTRAL REGION,CECIL,Office,61 robinson road,Non-Ascendas Building,,743,69,8.3
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,7440,691,8.9
D01,CENTRAL REGION,CECIL,Office,101 cecil street,Non-Ascendas Building,999-year Leasehold ,463,43,5.8
D01,CENTRAL REGION,CECIL,Office,61 robinson road,Non-Ascendas Building,,9214,856,8
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,1442,134,9.8
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,4876,453,11.48
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,8200,762,9
D01,CENTRAL REGION,CLIFFORD PIER,Office,50 collyer quay,Non-Ascendas Building,,4521,420,13
D01,CENTRAL REGION,CLIFFORD PIER,Office,50 collyer quay,Non-Ascendas Building,,2000,186,13.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,3 church street,Non-Ascendas Building,,1227,114,8.96
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,6000,557,7.5
D07,CENTRAL REGION,BRAS BASAH,Office,51 bras basah road,Non-Ascendas Building,Unknown Tenure ,4327,402,8.2
D22,WEST REGION,JURONG GATEWAY,Office,1 gateway drive,Non-Ascendas Building,99-year Leasehold ,5350,497,6.7
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,12000,1115,7.5
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,14000,1301,7.5
D01,CENTRAL REGION,CECIL,Office,61 robinson road,Non-Ascendas Building,,2000,186,8.5
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,947,88,9.5
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,3000,279,9.83
D09,CENTRAL REGION,BOULEVARD,Office,391 orchard road,Non-Ascendas Building,Unknown Tenure ,2700,251,10.5
D09,CENTRAL REGION,BOULEVARD,Office,435 orchard road,Non-Ascendas Building,Unknown Tenure ,2000,186,10.5
D09,CENTRAL REGION,BOULEVARD,Office,391 orchard road,Non-Ascendas Building,Unknown Tenure ,1830,170,10.5
D02,CENTRAL REGION,TANJONG PAGAR,Office,1 wallich street,Non-Ascendas Building,Unknown Tenure ,4800,446,13
D01,CENTRAL REGION,RAFFLES PLACE,Office,6 battery road,Non-Ascendas Building,,1000,93,13.8
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,3229,300,11.5
D22,WEST REGION,JURONG GATEWAY,Office,2 venture drive,Non-Ascendas Building,99-year Leasehold ,441,41,5.67
D01,CENTRAL REGION,RAFFLES PLACE,Office,raffles place,Non-Ascendas Building,,1112,103,10.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,raffles place,Non-Ascendas Building,,2000,186,7.5
D01,CENTRAL REGION,CECIL,Office,133 cecil street,Non-Ascendas Building,,1920,178,5.3
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,2251,209,11.99
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7 central boulevard,Non-Ascendas Building,99-year Leasehold ,3951,367,17.97
D01,CENTRAL REGION,CECIL,Office,80 robinson road,Non-Ascendas Building,99-year Leasehold ,5284,491,8.79
D01,CENTRAL REGION,CECIL,Office,36 robinson road,Non-Ascendas Building,,3272,304,7.58
D01,CENTRAL REGION,CECIL,Office,80 robinson road,Non-Ascendas Building,99-year Leasehold ,2389,222,7.5
D01,CENTRAL REGION,CECIL,Office,80 robinson road,Non-Ascendas Building,99-year Leasehold ,10528,978,7.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,30 cecil street,Non-Ascendas Building,,5715,531,16
D01,CENTRAL REGION,CECIL,Office,36 robinson road,Non-Ascendas Building,,7352,683,7.5
D01,CENTRAL REGION,CECIL,Office,36 robinson road,Non-Ascendas Building,,2347,218,7.67
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,1000,93,7.5
D01,CENTRAL REGION,CECIL,Office,158 cecil street,Non-Ascendas Building,99-year Leasehold ,8062,749,7
D01,CENTRAL REGION,CECIL,Office,158 cecil street,Non-Ascendas Building,99-year Leasehold ,14360,1334,7
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,12000,1115,7.5
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,6000,557,7.5
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina view,Non-Ascendas Building,99-year Leasehold ,1239,115,12
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina view,Non-Ascendas Building,99-year Leasehold ,12400,1152,10
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina view,Non-Ascendas Building,99-year Leasehold ,5543,515,11.5
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,12 marina view,Non-Ascendas Building,99-year Leasehold ,4224,392,11.5
D09,CENTRAL REGION,SOMERSET,Office,111 somerset road,Non-Ascendas Building,99-year Leasehold ,945,88,8
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7 central boulevard,Non-Ascendas Building,99-year Leasehold ,3990,371,11
D07,CENTRAL REGION,CITY HALL,Office,38 south beach road,Non-Ascendas Building,99-year Leasehold ,9000,836,10
D01,CENTRAL REGION,RAFFLES PLACE,Office,30 cecil street,Non-Ascendas Building,,1452,135,7.5
D09,CENTRAL REGION,SOMERSET,Office,111 somerset road,Non-Ascendas Building,99-year Leasehold ,5274,490,8
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7 central boulevard,Non-Ascendas Building,99-year Leasehold ,11000,1022,11
D07,CENTRAL REGION,BUGIS,Office,3 fraser street,Non-Ascendas Building,99-year Leasehold ,4700,437,9.5
D07,CENTRAL REGION,BUGIS,Office,3 fraser street,Non-Ascendas Building,99-year Leasehold ,15000,1394,9.5
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7 central boulevard,Non-Ascendas Building,99-year Leasehold ,4200,390,11
D01,CENTRAL REGION,CENTRAL SUBZONE,Office,7 central boulevard,Non-Ascendas Building,99-year Leasehold ,5350,497,11
D07,CENTRAL REGION,BUGIS,Office,3 fraser street,Non-Ascendas Building,99-year Leasehold ,1765,164,10
D01,CENTRAL REGION,CECIL,Office,158 cecil street,Non-Ascendas Building,99-year Leasehold ,7804,725,7
D09,CENTRAL REGION,SOMERSET,Office,111 somerset road,Non-Ascendas Building,99-year Leasehold ,2949,274,8
D25,NORTH REGION,PANG SUA,Factory / Workshop,38 sungei kadut street 2,Non-Ascendas Building,Unknown Tenure ,29000,2694,1.27
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,31 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,17320,1609,1.21
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,31 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,8660,805,1.25
D01,CENTRAL REGION,CHINA SQUARE,Office,23 church street,Non-Ascendas Building,,1798,167,6.95
D22,WEST REGION,KIAN TECK,Warehouse,18 soon lee road,Non-Ascendas Building,,50000,4645,1.7
D22,WEST REGION,CHIN BEE,Warehouse,18 chin bee road,Non-Ascendas Building,,8000,743,1.81
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,5400,502,11
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,9203,855,10
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,60 macpherson road,Ascendas Building,Unknown Tenure ,6000,557,3.5
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,3018a ubi road 1,Non-Ascendas Building,,3100,288,1.29
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,1 genting link,Non-Ascendas Building,Unknown Tenure ,3240,301,2.3
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,1 genting lane,Non-Ascendas Building,,6250,581,3.17
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,1092 lower delta road,Non-Ascendas Building,Unknown Tenure ,1600,149,1.91
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,1090 lower delta road,Non-Ascendas Building,Unknown Tenure ,974,90,1.9
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,ubi road 1,Ascendas Building,,4900,455,2.5
D22,WEST REGION,BENOI SECTOR,Warehouse,benoi sector,Non-Ascendas Building,,12000,1115,1.2
D22,WEST REGION,JOO KOON,Warehouse,joo koon circle,Non-Ascendas Building,,27000,2508,1.22
